1,26.16268361078464
2,18.33898235667927
4,32.416305659234574
5,18.899077562290636
6,27.49187148914808
7,24.466881814771504
8,14.738927861819553
10,19.21758179654496
12,23.46097190864693
14,20.49510153314822
15,13.00203561454885
17,26.16482567813035
20,13.012559442110176
21,33.90362844252154
22,33.871778917748934
26,15.901319544719986
27,24.33237685500903
29,23.953827069825618
30,15.201980798645796
33,30.949688229074788
34,25.707671988625407
37,37.21030679252119
45,16.45684594511696
46,13.034823781937016
49,14.728212208494126
51,13.030936480349714
52,14.556564202145895
54,20.500503235783803
55,29.714944853896096
56,29.471670951352518
59,33.06853915509324
60,19.798921619622178
61,37.467801694000414
63,13.006774250912486
64,19.80391887042694
65,30.775298244672022
66,33.37215157558943
68,19.08373705599955
73,27.387672922110557
74,35.94920610389611
76,12.815091680704915
78,27.89196582495119
81,21.69028666902542
85,30.83372053426959
89,22.662916208929968
90,38.1953901401458
92,35.135717036713295
96,19.278526547064033
97,24.388668041125552
100,25.534541307500955
101,24.601837982711746
102,24.492098963456133
103,33.10884901425371
106,18.850648996412062
107,28.85625656222047
108,14.12211958155407
112,15.586235259005697
113,31.367343263207328
114,14.501440770022459
116,15.97373016303141
120,15.57258942927987
122,26.65875212085429
124,31.22642623390502
126,17.170384877891717
132,26.14810393318283
133,14.401652065116256
134,37.1199575706238
135,29.594363844105235
136,18.65544680389055
137,14.959169142409873
138,19.90240767038515
140,34.04250307889824
141,34.26506563297
142,12.957765327891066
144,32.56394637120229
145,29.53155862590018
146,19.286738113406194
150,14.87658192740266
153,13.141737246250475
154,19.398269941023045
155,28.693879324507176
156,34.66148288941448
158,24.602257746004003
159,25.508269318630727
162,23.368140142635173
164,36.92512165334665
167,19.031378562834227
168,16.71526911274185
170,14.463736949676138
171,15.287600843600842
173,23.13423251776004
175,30.884488393689672
176,14.460229010393208
179,22.668731686369203
181,17.74714185119618
186,13.298002224327957
190,34.62126198744881
191,27.441418492283837
194,13.006774250912486
196,24.77413666963884
198,30.807460038654106
199,26.193092439979612
200,18.289667747399665
206,17.61829160020534
210,24.286805815492983
212,29.834238928213605
214,20.54319502826421
215,15.600955604950608
216,18.33602777180334
218,17.468573597227927
219,13.736728449491686
220,23.80953179695306
221,29.018697215733628
223,25.492772516430946
224,13.000744489007724
225,28.088558667109016
229,15.341452041292042
230,14.833068342376581
231,19.97721231347901
232,19.34655719373764
233,37.31661917458362
235,13.489382178540417
236,16.638551787567028
238,22.012896974700148
241,15.772145142920808
245,19.09172768245643
246,21.696360009435022
250,20.848800603424365
253,15.176159783158019
254,36.70665757493327
259,32.14789288705576
260,34.257157248299094
261,23.70572423132423
263,18.63524680686145
269,14.14690180696754
271,21.698163620537958
274,22.346408485632008
280,25.63516639605493
281,34.47143567945125
282,28.083157131063395
284,26.954997470088397
286,12.944997560935795
287,29.75666748712887
289,15.27882439867322
293,14.253078709648195
294,27.181731788570882
295,20.047264749098957
296,27.801924959982845
298,24.733850802727993
299,17.753616576062814
302,20.723886174895373
303,16.216172311871134
304,24.160128886311053
308,25.255231218397626
309,23.42665514054572
310,30.59646181021588
312,13.15009913103237
317,28.813470687311018
319,15.733189490232
320,13.046707313683045
322,37.319913907342624
324,20.735631749214832
326,28.89913409667944
327,25.74769644230767
328,13.006774250912486
330,18.5797752208902
331,18.482499034992777
332,23.549616382506393
334,21.338709124894713
341,13.038031051056787
342,12.934529786700232
346,37.54236779776598
347,19.554652841602852
348,16.4158499719235
350,24.737843486791007
352,25.73723723235097
356,17.969629508555172
357,26.122409476415424
358,32.151489538655795
361,13.106503224716453
362,18.290038402014655
363,21.55303528938382
365,30.70244387398545
369,13.109024016147256
371,23.90504409415879
372,14.337673579712776
374,35.5301942487986
376,18.531628946625293
378,27.186431932847825
379,22.11809398240649
386,37.12970588980465
388,28.51775544736308
389,17.245112333361085
390,24.747689194197648
391,23.91736454995299
392,29.086071804478212
393,26.51348543129389
394,13.587444238702478
397,28.220991072897696
